ProviderId,reference,price
292,PAR2506PHI,51899.0
292,CAM9541SNY,137499.0
292,ALA0619ORL,54699.0
292,ALA0625ORL,146699.0
292,MAT0003STA,61099.0
292,ALA0636ORL,133699.0
292,TRI7272GAM,22099.0
292,BIB1442ORL,118699.0
292,BIB1460ORL,89899.0
292,CUB0014FPH,74399.0
292,JGO0004BEL,22299.0
292,ALA0626ORL,133699.0
292,CUB0004FPH,49899.0
292,BOR1003PET,119999.0
292,BME0614ORL,74299.0
292,FEE5501INE,1318999.0
292,VEN2076IDP,81299.0
292,CED1350SEV,177099.0
292,ALA0637ORL,123199.0
292,DEP6389PHI,34199.0
292,FEE4110CNQ,710499.0
292,VEN2078IDP,76899.0
292,ALM7045NTV,14499.0
292,BAT1035SML,46999.0
292,VEN2410IDP,120999.0
292,HID0140DAE,313799.0
292,BOR0620SEV,68599.0
292,CAL1080LIL,51499.0
292,CLI1010PLO,191299.0
292,BIC1829SIA,339699.0
292,COR3051GAM,34099.0
292,BIC1018SIA,339699.0
292,REP2106PHI,18899.0
292,PLA1435GAM,79999.0
292,CAF0042NES,702299.0
292,PLA2404GAM,81599.0
292,TER0008SAI,576099.0
292,PAV1703MDA,61999.0
292,CAL0819LIL,127699.0
292,CAL8958LIL,41199.0
292,SIL0161INM,337999.0
292,CAR6420EPS,25899.0
292,VEN0001SEV,100699.0
292,CAL0315CRI,43399.0
292,PLT0450SOL,433999.0
292,PLT1250SOL,158599.0
292,PLT1300SOL,257999.0
292,TLF1311PHI,67099.0
292,ALM6540NTV,32999.0
292,LIC0312LIL,125699.0
292,VEN0010CRI,85799.0
292,TER6500SNL,348199.0
292,DES0052SEV,198399.0
292,VEN0017CRI,88399.0
292,VEN0452CRI,75599.0
292,VEN1009CRI,94399.0
292,VEN1022AUV,409599.0
292,COC2007ESC,373199.0
292,LIC1011MDA,89999.0
292,TER9500SNL,390599.0
292,TER4000SNL,298899.0
292,VEN1519AUV,218499.0
292,SOP3255AVO,32099.0
292,SAN3383SML,40299.0
292,SOM0004IDL,205999.0
292,SOM0011KIN,168599.0
292,ALM7041NTV,10999.0
292,JUE5386SNY,83899.0
292,SOP3250AVO,36999.0
292,SOP3251AVO,50899.0
292,SOP3770AVO,53899.0
292,TER3000SNL,379899.0
292,BIC2921NRD,329599.0
292,JUE5362SNY,116899.0
292,TEN0006POL,33999.0
292,TEN0014POL,46999.0
292,TER0045ESC,276599.0
292,TER0055ESC,274999.0
292,TER0090ESC,297899.0
292,VEN1039AUV,425399.0
292,VEN1521AUV,216399.0
292,CAR6320EPS,25899.0
292,COR3206PHI,46799.0
292,HEL4590DRE,1999999.0
292,CON8118LIL,114199.0
292,BIC2928NRD,346499.0
292,VEN0011CRI,99499.0
292,CHO7056KIN,499999.0
292,CHO7044KIN,459999.0
292,FEE1130INE,624299.0
292,COC5516FLO,430599.0
292,LIC0101LIL,53199.0
292,PLA4183PHI,53199.0
292,COR2028WAH,31799.0
292,BAT7200PHI,114399.0
292,VEN0421CRI,178999.0
292,SEC2201GAM,72799.0
292,COR3505PHI,30999.0
292,SOM0000IDL,150599.0
292,KIT2324MOT,295599.0
292,CON8231LIL,182699.0
292,VEN1545AUV,336799.0
292,TUR1660IDP,38699.0
292,LIC1100MDA,66399.0
292,VEN3041AUV,264399.0
292,VEN3200LIL,207199.0
292,VEN3317CRI,82499.0
292,AIR3219PLO,789999.0
292,COC2006ESC,373199.0
292,VEN0009CRI,84999.0
292,VEN7678LIL,88799.0
292,TUR0080ETX,101499.0
292,VEN7685LIL,100599.0
292,AUR2502MOT,60199.0
292,VEN8408LIL,107999.0
292,VAL1803DEL,329099.0
292,CHO7065IDL,269999.0
292,RAD1506PHI,39399.0
292,CHO7062IDL,179999.0
292,VAL1802DEL,329099.0
292,ESC1203DEL,276899.0
292,MAT0010STA,63799.0
292,CAS0033SLP,22299.0
292,LIC2202TBL,283399.0
292,SEC2740PHI,98299.0
292,PLA2386SML,40299.0
292,PAV4971OST,69999.0
292,TAP0042ORL,161299.0
292,TOS5000TFK,57399.0
292,AUR0101SSG,43499.0
292,CED5033PET,424999.0
292,TER2280RHM,729999.0
292,TEL7008PHI,1523199.0
292,PLA3553ORL,579199.0
292,COM0076ORL,138399.0
292,KIT6265NOB,200899.0
292,PAR7807PHI,285399.0
292,FRE9453ATM,78799.0
292,PLA0110GAM,63999.0
292,SWA2900GRH,65499.0
292,TER4040SNL,450799.0
292,ANA6738FLO,249999.0
292,CED4600SEV,310799.0
292,VEN1546AUV,362799.0
292,EST2222DEL,264099.0
292,FEE0250NEB,591299.0
292,TER0020SNL,268999.0
292,COM0258DEL,212999.0
292,CAF5418SML,270499.0
292,SRP0865COD,217899.0
292,LVJ3121MDA,740099.0
292,AFE3144PHI,101799.0
292,VEN3044AUV,485299.0
292,CAL2021LIL,131299.0
292,TUR1621LIL,41099.0
292,FEE0130INE,592999.0
292,CAL8250LIL,42899.0
292,ESC1212ORL,108599.0
292,COC7675ETX,1562999.0
292,CAF7461PHI,98999.0
292,MQS2203PHI,251199.0
292,PAR1506PHI,39199.0
292,PLA3563ORL,520499.0
292,COL0991KAB,36199.0
292,CAF3022NES,307099.0
292,MIC0302ROS,64999.0
292,FEE1271INE,670199.0
292,PLA3760PHI,71799.0
292,AMO0020ADV,321399.0
292,HEL1648CNQ,696799.0
292,MAT0011STA,63799.0
292,HEL1676CNQ,633599.0
292,TUR1820LIL,60799.0
292,LIC2530PHI,55299.0
292,CED2262SEV,500199.0
292,CAL0020PBD,150699.0
292,AIR0981MDA,826899.0
292,LIC2128PHI,90099.0
292,TOS0900LIL,38799.0
292,MAT0012STA,63799.0
292,NOT0016HEW,3495599.0
292,CAL2022LIL,201599.0
292,HEL1222CNQ,591099.0
292,PRO0733BLA,64999.0
292,NEB1761ASP,61599.0
292,MES4130GAR,50399.0
292,CON1587CRI,98499.0
292,FUN0013MOT,9999.0
292,HEL1207CNQ,577599.0
292,YOG6716DAE,43799.0
292,HOR9122DAE,157599.0
292,PIC5121DAE,81399.0
292,SOP1001EUH,10699.0
292,HOR0160DAE,152299.0
292,KIT0425MOT,256199.0
292,JGO0120AIM,700299.0
292,MCA0701SNY,1532599.0
292,CAM0001EVZ,51499.0
292,MOU0415KLX,17999.0
292,ASP9010DAE,101199.0
292,ESC1232ORL,73199.0
292,BIB1464ORL,85399.0
292,BOR0035PET,84999.0
292,CHO4126TAU,477299.0
292,PLA3533ORL,199999.0
292,PLA3535ORL,199999.0
292,PLA3543ORL,136499.0
292,RAD3200LIL,477099.0
292,SEC3501PHI,76699.0
292,TAP0037ORL,193099.0
292,SAB0003FPH,62499.0
292,CHO4133TAU,850599.0
292,PLA3515ORL,295499.0
292,LAV6540SSG,903399.0
292,COC5642ESC,625499.0
292,CHO4164TAU,968899.0
