ProviderId,SKU,PRICE
292,JOY3301SNY,189099.0
292,PAR3117PCM,231599.0
292,PAR3053PCM,28899.0
292,PAR1600NOB,410899.0
292,FRE0302MAV,55199.0
292,FRE0303MAV,87999.0
292,FRE0002PBD,238199.0
292,FRE7309YEL,171199.0
292,KIT1657SSG,740099.0
292,KIT1656SSG,740099.0
292,HEL0889SSG,2368199.0
292,FEE0180NEB,619099.0
292,HEL1240NEB,639299.0
292,HEL1300HEB,714799.0
292,BIC1022SLP,414099.0
292,BIC1023SLP,414099.0
292,BIC7334SLP,319899.0
292,BIC9112SLP,394599.0
292,BIC7236SLP,445099.0
292,BIC7233SLP,445099.0
292,BIC7232SLP,445099.0
292,BIC9125SLP,394599.0
292,TRA0002GAD,53699.0
292,SET0189DAE,79599.0
292,TAL0200ADV,218399.0
292,TAL2020ADV,393799.0
292,TAL2021ADV,513399.0
292,TAL0201ADV,336699.0
292,PLA0110GAM,67699.0
292,PLA1435GAM,86699.0
292,SEC1112GAM,95199.0
292,SEC5740GAM,70599.0
292,BIC9123SLP,394599.0
292,BIC9122SLP,394599.0
292,ASP2144MDA,149699.0
292,SRP0090DRE,902699.0
292,EXH1117INE,2183699.0
292,HEL1202BAM,604699.0
292,HEL1157PHI,2050499.0
292,FAH0230PLO,289499.0
292,FEE0402NEB,828999.0
292,EXH0450INE,1167199.0
292,VEN2050LIL,131999.0
292,TEL0040RCA,400999.0
292,SWA0025GRH,87599.0
292,SWA0024GRH,87599.0
292,SWA0023GRH,87599.0
292,SWA2900GRH,72999.0
292,KIT2430MOT,714099.0
292,NOT1002HEW,2093299.0
292,NOT0001HEW,4018099.0
292,SWA0022GRH,87599.0
292,TEC1202LOG,25999.0
292,MOU0281LOG,26999.0
292,MOU0191LOG,22999.0
292,PAR5175STC,24299.0
292,PAR7807PHI,323199.0
292,PAR2225STC,79900.0
292,PAR0225STC,59799.0
292,TOS1521SML,64999.0
292,TOS1520SML,119999.0
292,TOS0924LIL,60299.0
292,TOS2195MDA,44399.0
292,FRE1502KJH,141799.0
292,FRE9453ATM,87899.0
292,MQS2203PHI,284599.0
292,FRE9001SML,79999.0
292,FRE1402KJH,110599.0
292,CAF5418SML,299999.0
292,FRE7145DAE,107399.0
292,VAS0795STA,141099.0
292,TER0296STA,146399.0
292,VAS0247STA,134699.0
292,VAS0783STA,158799.0
292,AFE5898PHI,183499.0
292,BIC9114SLP,394599.0
292,BIC9113SLP,394599.0
292,KIT0664SSG,320299.0
292,KIT5016TCL,132299.0
292,KIT1664SSG,320299.0
292,KIT5050TCL,399999.0
292,KIT5051TCL,399999.0
292,KIT1665SSG,320299.0
292,KIT0629SSG,375599.0
292,KIT0628SSG,375599.0
292,KIT1628SSG,375599.0
292,KIT0017KON,272499.0
292,CLI1928PLO,136199.0
292,COC5839FLO,743499.0
292,AIR3100RCA,891299.0
292,AIR2226BGH,832499.0
292,VEN0803IDP,117999.0
292,VEN0802IDP,117999.0
292,MES5301GAR,226599.0
292,JAR0011GAR,9499.0
292,JAR0010GAR,9499.0
292,MES4130GAR,56199.0
292,PLT0471BES,106799.0
292,PLT1010PEL,78999.0
292,PLT1020PEL,97299.0
292,CED2262SEV,557799.0
292,LVJ3122MDA,699999.0
292,PLA8521DAE,146399.0
292,LVJ3121MDA,740099.0
292,SAB0102FPH,52699.0
292,AIR0981MDA,890499.0
292,LIC2128PHI,127499.0
292,TOS0011BLA,73399.0
292,LIC9316DAE,97599.0
